Exp,Rep,Oil,Surfactant,Cosurfactant,API_Name,Oil_V,Surfactant_V,Cosurfactant_V,Sonication,Droplet_Size,PDI,Zeta_P,Phase_Sep,Drug_Loading,Permeability,size_score (w=3),pdi_score  (w=2),zeta_score (w=1),dl_score   (w=2),perm_score (w=3),formulation_loss,stability_factor,objective
A-A4,R1,Capryol_90,Tween_80,Transcutol_HP,A190,7.1875,20.0,19.375,2.025,78.64333333,0.462333333,-2.686666667,0,126.63,9.51e-06,0.0,0.40259259222222227,0.0,0.8703846153846152,0.5245,4.119454415213675,1.0,4.119454415213675
A-C4,R3,Maisine_Oil,Tween_20,Propylene_Glycol,A190,5.0,21.1,14.5,2.6,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
A-C1,R2,Maisine_Oil,Tween_20,Propylene_Glycol,A190,5.26,20.95,14.88,2.6,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
A-B2,R3,Capryol_90,Tween_20,Propylene_Glycol,A190,14.98,20.0,14.38,2.1,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
A-C1,R1,Maisine_Oil,Tween_20,Propylene_Glycol,A190,5.26,20.95,14.88,2.6,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
A-C4,R1,Maisine_Oil,Tween_20,Propylene_Glycol,A190,5.0,21.1,14.5,2.6,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
A-C1,R3,Maisine_Oil,Tween_20,Propylene_Glycol,A190,5.26,20.95,14.88,2.6,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
A-C4,R2,Maisine_Oil,Tween_20,Propylene_Glycol,A190,5.0,21.1,14.5,2.6,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
A-B2,R2,Capryol_90,Tween_20,Propylene_Glycol,A190,14.98,20.0,14.38,2.1,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
A-B2,R1,Capryol_90,Tween_20,Propylene_Glycol,A190,14.98,20.0,14.38,2.1,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
F-C4,R3,Capmul_MCM,Tween_80,PEG_400,Feno,5.44,20.05,5.62,0.0,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
F-C4,R1,Capmul_MCM,Tween_80,PEG_400,Feno,5.44,20.05,5.62,0.0,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
F-C4,R2,Capmul_MCM,Tween_80,PEG_400,Feno,5.44,20.05,5.62,0.0,10000.0,1.0,100.0,1,0.0,0.0,11.0,1.0,9.0,3.692307692307692,1.0,54.38461538461539,0.0,5438.461538461539
